symbol,provider,base_timeframe,pnl,win,alignment,slope_score,regression_slope_pct,regression_r2,adx,atr,confluence_levels,confluence_fibo,alligator_mouth
XRPUSDT,binance,1h,-0.005100774608251868,0,1.0,-0.3964692774685611,-0.04636183178770625,0.6423538718375065,42.05592823499323,0.003007746082518208,0.0,0.0,0.0
XRPUSDT,binance,1h,0.015867534774141878,1,1.0,-3.3619754099912336,0.031126266696575196,0.06334523044142293,35.68011688049127,0.007933767387070948,0.0,0.0,0.0
XRPUSDT,binance,1h,0.006824171624116526,1,1.0,-2.954685209139457,-0.19038251180029786,0.7064288335094453,47.889672097239185,0.006424950425500806,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0007090907524262002,1,1.0,-1.2888568285651336,-0.15156407299283192,0.8354700929299509,44.87589745595873,0.005242425809071163,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.00018450848387735475,0,1.0,-1.8802741882545932,-0.158480563578322,0.8508624391228404,45.891174679282415,0.0051784181721072796,0.0,0.0,0.0
XRPUSDT,binance,1h,0.010741353786593189,1,1.0,-2.463199401774455,-0.16470815515372403,0.8574394991737659,47.80508076888278,0.005370676893296584,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.019699999999999995,0,1.0,-3.9357817606459893,-0.1896871926474816,0.8548592439890037,52.25975033732766,0.006041026652541034,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.007214085290927041,0,1.0,-2.1474256358174846,-0.03687409428385597,0.20812449277948863,20.580418716028152,0.006011737742439186,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0002364368987386456,1,1.0,-1.987260342005957,-0.0434045091188865,0.26281700968348765,23.033665642703095,0.006135631012613382,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.006013406531637455,0,1.0,-0.5958313131691294,-0.0469487131502684,0.3010191398315859,22.124289490373933,0.005011172109697884,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.00920070871598544,0,0.875,-0.7442912437983208,0.07728588889641154,0.4107706656064891,30.262283281383905,0.007667257263321183,0.0,0.0,0.0
XRPUSDT,binance,1h,1.1012204181870544e-06,1,1.0,-0.2483670578727607,-0.07108893379415822,0.6177450869850694,36.36170328712864,0.0029889877958181664,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0,0,0.75,-0.39246984340217367,-0.04833052406132971,0.45994561265583633,33.88922486921277,0.0033318757747815135,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0009701994190016716,1,1.0,-0.09030465004181665,-0.007599479987187649,0.0644270189699182,29.639985029760958,0.0030480058099829274,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0,0,1.0,-1.2049877070687547,-0.014737094858725342,0.1617590852045867,38.05848706582739,0.003046508506723105,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.0038458771692012617,0,1.0,-1.5071886462987842,-0.02090035816682797,0.21487367670952662,42.32423171694563,0.0032048976410010495,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.0035175120671974702,0,1.0,-0.4223633191468355,-0.00889213655670184,0.024270871467700128,20.63605209048241,0.0029312600559979036,0.0,0.0,0.0
XRPUSDT,binance,1h,0.004986660423507261,1,0.875,-0.9526276734963142,-0.02144598849227567,0.1758141522351827,26.1674796301353,0.0024933302117536187,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0,0,1.0,-0.8999894765261472,-0.040957460895556234,0.5768691050087913,24.03764998688763,0.0028019211242429985,0.0,0.0,0.0
XRPUSDT,binance,1h,0.008886986428541521,1,1.0,-2.339129138039174,-0.05144870100851534,0.48255935244139947,32.36693916832749,0.0044434932142707485,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.01896806979396376,0,1.0,-2.597155685933043,-0.14257015016351973,0.7296467665150085,57.11528323515095,0.00468069793963769,0.0,0.0,0.0
XRPUSDT,binance,1h,0.00019569549475739745,1,0.875,-0.31908715101351626,-0.012921254262283704,0.025292983916093803,25.400044329419984,0.004743045052425873,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.005890252737918211,0,1.0,-0.20050289098026255,-0.012701405404456502,0.024876259179223648,23.363423135285203,0.0049085439482651665,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.004628174407370955,0,1.0,1.1956627382198768,0.041649686321488105,0.30671029604971256,20.05166082875322,0.003856812006142419,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0008432786705623307,1,1.0,1.455529906117794,-0.051029308549199605,0.2606345062045121,21.561083274146522,0.013900546627709474,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0032376229353318076,1,1.0,1.8864916001124072,-0.04021417551810258,0.15208590260011723,24.71721230810195,0.013957103980014807,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0010962125327148575,1,1.0,2.229437215632984,0.009904771418837955,0.011859389478672822,26.69827052797892,0.013537874672851414,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0028588689234940734,1,1.0,2.8406300961816133,0.06302306640954862,0.29593223132073343,30.44591760719707,0.013411310765058868,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.0008301172163810433,0,1.0,3.790127752533965,0.10540021123694442,0.47385624321801745,36.208108714745464,0.014967838830478974,0.0,0.0,0.0
XRPUSDT,binance,1h,0.006040681243698609,1,1.0,4.593056209401805,0.13750646070261152,0.616836916729989,40.681824989738104,0.014593187563015031,0.0,0.0,0.0
XRPUSDT,binance,1h,0.006721043431909712,1,1.0,1.9477028035878927,0.20198212965536377,0.8739924205644682,37.39801486068785,0.014789565680902351,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.06807470121497705,0,1.0,2.808495186893508,0.23100992850742305,0.9162810446756537,40.6033874153222,0.016413678816437217,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0,0,0.75,1.9500887691688538,0.07567282851398026,0.59237190953828,22.076096799181272,0.007881739535701558,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0007070003384678225,1,0.75,0.4188364671301646,0.05154100972376636,0.46554986650513497,21.647655910356075,0.008263329948654367,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.0013999999999999568,0,0.75,0.5973150127426694,0.050686843783771494,0.4549746620101759,21.92147965631907,0.008425014088380554,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.0060697818836906725,0,1.0,1.7185699877870995,0.02392181735582715,0.23582221968441397,26.871177979771467,0.0030311521702412947,0.0,0.0,0.0
XRPUSDT,binance,1h,0.001845729771329685,1,1.0,0.31979377980134316,0.0542673632704104,0.6281767701386575,21.67315394888812,0.0038760356200389983,0.0,0.0,0.0
XRPUSDT,binance,1h,0.009981122650883578,1,1.0,1.4779233270817516,0.06622210792668651,0.6353728391185072,25.98726251254846,0.004990561325441787,0.0,0.0,0.0
XRPUSDT,binance,1h,0.016883077265246293,1,1.0,1.7653714827599098,0.12750093559802603,0.6513416210341374,30.10898887278873,0.008441538632623171,0.0,0.0,0.0
XRPUSDT,binance,1h,0.005810022318727848,1,1.0,0.6915556343461349,0.05356589663430968,0.4298117958058433,20.297854928882767,0.006899776812721523,0.0,0.0,0.0
XRPUSDT,binance,1h,-0.01091487871497454,0,1.0,0.8494714599875814,0.06437252486251753,0.5354792601607179,22.183075145675645,0.007648787149744575,0.0,0.0,0.0
XRPUSDT,binance,1h,0.0,0,1.0,0.13803638438478388,0.05789599107030703,0.6795001851642799,19.220944556786336,0.0031571580933386733,0.0,0.0,0.0
