symbol,provider,base_timeframe,pnl,win,alignment,slope_score,regression_slope_pct,regression_r2,adx,atr,confluence_levels,confluence_fibo,alligator_mouth
SOLUSDT,binance,1h,0.30279171225815205,1,1.0,-2.0089398515623715,-0.03270739836095097,0.38867587822460625,31.814810234360948,0.15139585612907522,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.6159625599929761,0,1.0,-2.507967475549613,-0.052480673294806025,0.46247006260556356,43.49016475889065,0.15962559992978248,0.0,0.0,0.0
SOLUSDT,binance,1h,0.32555156931283236,1,1.0,-0.39015610970204045,0.034878333304754656,0.37514882553421136,20.75149162191129,0.16277578465641612,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.5896334406258319,0,1.0,-3.004774983234798,-0.028318695643408033,0.10874041228553144,38.49389329864058,0.19633440625832496,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.030000000000001137,0,1.0,-0.10790363683860524,-0.08064550549457938,0.533382802522973,28.50207086400507,0.15706060625105223,0.0,0.0,0.0
SOLUSDT,binance,1h,0.055897202668319323,1,0.75,-0.3990827725312926,-0.030568040092368607,0.22610297770615284,18.453864256791796,0.15977797331678564,0.0,0.0,0.0
SOLUSDT,binance,1h,0.5425989751339628,1,1.0,-5.242418106186671,-0.11573421230049602,0.4057249969967106,46.89636594011447,0.2712994875669805,0.0,0.0,0.0
SOLUSDT,binance,1h,0.5784817155237469,1,1.0,-2.692493009733496,-0.017217123103353313,0.026874538740494613,25.251775410141036,0.28924085776187286,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,-8.691372118376531,-0.1340761693922418,0.3439256071799115,41.2631064683071,0.38404550037882695,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.5600000000000005,0,1.0,-12.591903551012626,-0.5792641877718151,0.733682122210477,63.479171135805345,0.5846992102586924,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.4499999999999993,0,1.0,-2.844573026734974,-0.05996373497869107,0.24341860391466164,20.25722062424811,0.2657723400734102,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.292444147796445,0,1.0,-1.5968438281569957,-0.15926634920969188,0.8609735604452501,35.672962680778554,0.24370345649703687,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.27465929853737947,0,1.0,-1.7230856684344802,-0.143079040534859,0.7678287325269528,24.66138266320173,0.22888274878114861,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,-3.02778664118691,-0.16820522362416346,0.8180429699089309,29.694594297229976,0.24280809004088322,0.0,0.0,0.0
SOLUSDT,binance,1h,0.27644400286428095,1,1.0,-4.169622555081718,-0.19197232405325157,0.848574238388336,34.83350255181492,0.2355599713571862,0.0,0.0,0.0
SOLUSDT,binance,1h,0.2799527699499862,1,1.0,-1.4849909983943865,-0.15012813484875334,0.7766293521789309,33.089508821084,0.20047230050016712,0.0,0.0,0.0
SOLUSDT,binance,1h,0.04646582929304088,1,1.0,-2.3084298573166864,-0.16493690540969155,0.8074035337957353,36.70079400944433,0.222841707069558,0.0,0.0,0.0
SOLUSDT,binance,1h,0.011118920836011625,1,1.0,-2.294308008896512,-0.1715619589122297,0.8255634397142297,36.648663483113964,0.22214412497324132,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,0.875,-0.3233961023792373,0.026340790878189562,0.2784819139079242,22.295890966083178,0.16316059411034808,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,-0.8685186137838511,0.022134037950753,0.19325166995180543,22.362392979829526,0.17318438981963694,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.20751243658694563,0,1.0,-1.5793815078542952,0.0026607935101033093,0.002791633175464492,22.05701488740147,0.17292703048912111,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.21817346030983487,0,1.0,-1.1042662344537801,-0.010939863785402576,0.03675864928095196,21.11036020006405,0.18181121692486255,0.0,0.0,0.0
SOLUSDT,binance,1h,0.06841013481341562,1,0.75,-0.05171046097513177,0.032616120368615845,0.230806347798452,25.727317406725856,0.18256531853249056,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,-2.253290221345468,-0.056906318210254145,0.494210802047095,30.94535658092357,0.1805359750282075,0.0,0.0,0.0
SOLUSDT,binance,1h,0.3810263242833365,1,1.0,-3.286195778102249,-0.06963959008970283,0.45473414137918455,37.52059799044128,0.1905131621416686,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,-4.8002631179280915,-0.14362796567412278,0.646814105943808,52.25298128684652,0.2191262171956165,0.0,0.0,0.0
SOLUSDT,binance,1h,0.016524321068335013,1,1.0,-3.4389539568643235,-0.16438597148493056,0.7007967981462252,55.4335800234434,0.2347567893166284,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.3471261381264483,0,1.0,-2.870141822709329,-0.18040501385506788,0.7529677976997597,55.959099764728116,0.23792804793117436,0.0,0.0,0.0
SOLUSDT,binance,1h,0.5100817588511752,1,1.0,-1.3612314269062642,-0.19888170526203508,0.8145105054837363,46.52995842215489,0.2550408794255881,0.0,0.0,0.0
SOLUSDT,binance,1h,0.07996146032121842,1,1.0,-1.9809449016811804,-0.20293067717901758,0.8062634087197913,41.99069588033513,0.2670520634545416,0.0,0.0,0.0
SOLUSDT,binance,1h,0.27790346312866987,1,1.0,-2.5988595312268075,-0.2035490884185733,0.8005950761297382,42.56557502028979,0.2876320353800263,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.2761035160693659,0,1.0,-0.13225279180209037,0.01776224796693447,0.039576004592418945,24.00384793954664,0.23008626339113938,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,0.3237263316137069,0.04108794612858513,0.07283796771851347,19.816579270082702,0.6444511682953844,0.0,0.0,0.0
SOLUSDT,binance,1h,-0.7055423380904102,0,1.0,1.2706639291527704,-0.01958406714293371,0.032148164721708006,18.198236855000918,0.5879519484086753,0.0,0.0,0.0
SOLUSDT,binance,1h,0.0,0,1.0,2.1496556882344624,0.016775020210330196,0.07064823750961724,19.986111911483537,0.32271364022950244,0.0,0.0,0.0
