symbol,provider,base_timeframe,setup_primary,pnl,win,alignment,slope_score,regression_slope_pct,regression_r2,adx,atr,atr_pct,ema_compression,trend_age_bars,signal_age_bars,dist_ema25_atr,dist_ema80_atr,dist_ema220_atr,dist_reg_atr,hour_utc,is_weekend,dist_pivot_P_atr,nearest_support_distance_atr,nearest_resistance_distance_atr,confluence_levels,confluence_fibo,alligator_mouth,ai_prob_entry,wick_reject_ratio,fractal_distance_atr
SOLUSDT,binance,1h,,4.292659570618639,1,1.0,-3.1135977180569223,0.04667564075042554,0.20036631396154003,22.648123307252334,2.146329785309315,1.1749766164719522,3.765917795172138,5.0,5.0,-3.4378747195227475,-3.640939996656422,-4.057699067157242,-4.3169836488571125,3.0,0.0,-4.072067610402405,0.293524324319635,2.9189363362895997,0.0,0.0,0.0,0.0,0.6692913385826673,3.387177520323283
SOLUSDT,binance,1h,,1.6463744897529864,1,1.0,-0.6591934774441848,-0.16219096526843424,0.72083068875451,24.26950058004165,2.302921769137171,1.2789746579679944,5.084459773799727,2.0,2.0,-1.445087574407847,-2.8889068055764926,-4.118363649496481,0.24029832133700493,4.0,0.0,-2.039438216968328,0.026053859407687265,2.4859724184833962,0.0,0.0,0.0,0.0,0.7792207792207944,0.49936563864732275
SOLUSDT,binance,1h,,0.44078242367874054,1,1.0,-0.9981406976439586,-0.1359690990155832,0.609111214463938,23.871715930533618,2.192175763212702,1.231697810547647,5.369136366242522,13.0,13.0,-1.7017448820935968,-3.31048806838699,-4.886311012049842,-0.07255751395422551,15.0,0.0,-3.091297139758198,0.301070749469808,3.5603896963816144,0.0,0.0,0.0,0.0,2.2586206896551277,0.45160612420471846
SOLUSDT,binance,1h,,0.5918328040903305,1,1.0,-1.0992453507012352,-0.1250134365081401,0.5941401343847311,26.059853975872883,2.1816719590966676,1.2247639134882768,5.812463743414091,15.0,15.0,-1.3668346594993588,-3.088078376869302,-4.749869722535361,0.07082533486051182,17.0,0.0,-3.037425786693647,0.37127488237754447,2.4247458367619776,0.0,0.0,0.0,0.0,0.845360824742262,0.38502580394708363
SOLUSDT,binance,1h,,0.23719934545184174,1,1.0,-1.294412510841425,-0.10968637037661172,0.5664563255889699,29.254102338451716,2.2946732121484614,1.2844518399935412,5.780780153588321,18.0,18.0,-0.7293592996808904,-2.473711349640619,-4.158970516354889,0.388910945875481,20.0,0.0,-2.661235871991155,0.5796032275788662,2.0787273650760563,0.0,0.0,0.0,0.0,0.4315789473684162,0.05665294705657839
SOLUSDT,binance,1h,,0.6020122823506711,1,1.0,-1.8887994532975618,-0.08132479667227382,0.5150614309958865,31.79298817301129,2.2798771764934465,1.2797514322163606,5.617813780361892,22.0,22.0,-0.6840542669594306,-2.4500024594346503,-4.247659700778231,0.08035520592464442,0.0,0.0,-0.4868683328402871,0.3640546993310358,2.311528030692197,0.0,0.0,0.0,0.0,0.22279792746114263,0.6096819663495509
SOLUSDT,binance,1h,,0.6209794133952187,1,1.0,-2.3302202361154016,0.06697083421337571,0.27737926140836167,21.651425106151837,2.190205866047922,1.2111291008891407,3.084063387418119,5.0,5.0,-1.2182674189294738,-1.3699728729513845,-2.585765262975607,-2.3654075135471193,20.0,0.0,-1.435177113741037,0.3835255913708817,0.5182161264356494,0.0,0.0,0.0,0.0,1.043478260869567,0.4520123041156843
SOLUSDT,binance,1h,,-4.314216551052795,0,1.0,-0.36497675829737447,-0.045082359881790185,0.1854436323834422,20.087630698640258,1.8921655105280382,1.0603337128204193,3.467145633933811,1.0,1.0,-2.0090089470781254,-2.504658217507158,-3.9254301398084257,-1.703432629257043,12.0,0.0,-2.5491075207196316,0.5417073687776579,2.1800418499589154,0.0,0.0,0.0,0.0,0.9999999999999759,0.7451779414405152
SOLUSDT,binance,1h,,-3.1297341724159082,0,1.0,3.1458036948525114,0.13782421754393506,0.8209124047227145,50.16001980775387,1.9973417241589453,0.9292987131433235,4.751272748248795,19.0,13.0,2.583624968315348,4.336922953985439,5.161463709882816,1.300104488764889,16.0,0.0,5.06840327365422,1.4669497785782208,0.005006654534392093,0.0,0.0,0.0,0.0,9.54545454545593,0.45560556263009316
SOLUSDT,binance,1h,,0.0,0,1.0,0.30879336252507295,0.1534047353015833,0.8455327380015363,41.32987452825523,2.0846443750416297,0.9685658946436974,4.182386571739787,32.0,26.0,1.1792527712188197,3.2020395782789324,4.558583726248669,-0.7278882928239521,5.0,0.0,1.4199064528408445,1.8396423130556376,0.13911245652832313,0.0,0.0,0.0,0.0,2.105263157894717,0.9018324768043379
