symbol,provider,base_timeframe,setup_primary,pnl,win,alignment,slope_score,regression_slope_pct,regression_r2,adx,atr,atr_pct,ema_compression,trend_age_bars,signal_age_bars,dist_ema25_atr,dist_ema80_atr,dist_ema220_atr,dist_reg_atr,hour_utc,is_weekend,dist_pivot_P_atr,nearest_support_distance_atr,nearest_resistance_distance_atr,confluence_levels,confluence_fibo,alligator_mouth,ai_prob_entry,wick_reject_ratio,fractal_distance_atr
TRXUSDT,binance,30m,,-0.0010999999999999899,0,0.75,-0.3259118435001278,-0.06292240644303108,0.6336778529072788,31.551609496064046,0.0006796022520726586,0.23037364477039277,1.6629611324761078,1.0,1.0,-3.722330929926587,-7.532609730316988,-8.614905320228086,0.47363344067723645,10.0,1.0,-9.858707765558904,1.765738704279247,3.9434831062235616,0.0,0.0,0.0,0.0,0.06250000000002819,2.6486080564188295
TRXUSDT,binance,30m,,0.0,0,1.0,-0.15031391072330808,0.015861524791615875,0.4877033066435177,21.077016818647586,0.0006637024351793699,0.22429957255132474,0.8377108528584892,1.0,1.0,-1.849221125434459,-2.1696373972447884,-4.5053496209747745,-2.6914967408454475,19.0,1.0,0.10044662055314325,0.3013398616594298,0.322864137492294,0.0,0.0,0.0,0.0,0.749999999999896,1.657369239127031
TRXUSDT,binance,30m,,-0.0011863600569109178,0,1.0,-0.586178696690505,0.0137728556129088,0.33292264237777836,24.9984829792401,0.0007207434262515983,0.24431980550901639,1.191684474030873,3.0,3.0,-2.4952530247345,-3.0816079222588626,-5.297759694515645,-3.410857250494515,20.0,1.0,-1.1562135747353335,0.46248542989414876,1.546022722788952,0.0,0.0,0.0,0.0,0.6666666666668517,2.7749125793647385
TRXUSDT,binance,30m,,0.0,0,1.0,-0.0404881103895907,-0.008095270214189485,0.13635820318479752,20.283022295059308,0.0005785981020151785,0.19560449696253498,0.7281391544024901,1.0,1.0,-1.2863160314354902,-1.7835382379124483,-4.323176819892569,-0.6522865584788033,9.0,0.0,-0.8065471785015096,0.5761051275011057,0.5431848345010069,0.0,0.0,0.0,0.0,0.2857142857143424,0.34566307650060585
TRXUSDT,binance,30m,,-0.0010138852035756485,0,1.0,-0.30844184714092465,-0.011456615979274817,0.2667752781826269,21.858838320925557,0.0005388520357565176,0.18272364725551632,0.9996531778387463,14.0,14.0,-1.3825225972219188,-2.7399421631548684,-5.671004178799801,-0.8030142852580973,15.0,0.0,-2.536255921809705,0.6495289555853332,1.7815651353199975,0.0,0.0,0.0,0.0,0.2499999999999653,0.37115940319161894
TRXUSDT,binance,30m,,0.0,0,1.0,-0.23396422473851347,0.0020521583543046183,0.01965276796048787,18.102886982894685,0.00042036820862390056,0.14235293214490366,0.6742700533022135,1.0,1.0,-1.689475640869679,-2.3206339989117533,-5.30845700356726,-2.0239958968280614,7.0,0.0,-2.140980172944604,0.059471671470676106,1.3321654409433032,0.0,0.0,0.0,0.0,0.2499999999999653,0.7136600576481132
TRXUSDT,binance,30m,,0.0009660004376565445,1,1.0,-0.2835074325738636,0.001233442314994652,0.006568999952096699,25.263347161648635,0.0004830002188282771,0.16383996568123374,0.8656282043774959,5.0,5.0,-1.9326426214419197,-2.8069748511850987,-5.4697617865949955,-2.412859703320761,9.0,0.0,-2.8985494114191277,0.0,2.1946159829316167,0.0,0.0,0.0,0.0,1.9999999999997224,0.8281569746911958
TRXUSDT,binance,30m,,0.0009463227619419534,1,1.0,-0.4664841049640892,-0.011491773421113329,0.2872944110734116,46.73596183786594,0.0004731613809709744,0.16104880223654675,1.120788000717264,14.0,14.0,-2.3739042393278016,-4.143210502775304,-7.159464742575324,-2.1169247937521036,13.0,0.0,-5.07226518587585,0.42268876548960527,4.353694284543427,0.0,0.0,0.0,0.0,2.0,2.958821358427589
TRXUSDT,binance,30m,,0.0009004402797381794,1,1.0,-0.4002135346858075,-0.007962485263441784,0.30261957618197455,32.08586103979451,0.00045022013986908857,0.1540794455404136,1.2533795671418044,16.0,16.0,-3.182331977112537,-5.291457266685174,-8.930471332688109,-2.8482798249524635,9.0,0.0,-5.8489905273873815,2.1100788611461048,3.3317034649675143,0.0,0.0,0.0,0.0,0.3333333333335184,2.443249207642819
TRXUSDT,binance,30m,,-0.0011548118824619702,0,1.0,-0.27276115944074975,-0.01875502409796515,0.7080512254780559,35.52654326190779,0.0005481188246198222,0.18777623316883255,1.3455146552081712,28.0,28.0,-1.603308439936846,-3.807659526068364,-7.142519589755052,-0.6293182444698122,15.0,0.0,-5.351637640557077,0.0912210961458489,2.0068641152088786,0.0,0.0,0.0,0.0,0.3999999999999556,0.1824421922916978
TRXUSDT,binance,30m,,-0.0006859403857515933,0,0.75,-0.06802991893942692,0.024832221245133384,0.6167672765329771,21.19862073610442,0.0005716169881263476,0.194031564197674,0.5097999440368924,5.0,5.0,0.1402048137460472,0.632905750088983,-1.4089134111056367,-1.5127365006895201,8.0,0.0,1.0496538984376163,0.437355791015633,0.2624134746093798,0.0,0.0,0.0,0.0,4.000000000000555,1.2245962148438696
TRXUSDT,binance,30m,,8.286786491290554e-05,1,0.875,-0.4042343999737236,0.011952829549280949,0.18846136855472684,20.381287639001513,0.0006713213508711801,0.22982586472823693,0.8717663463571461,1.0,1.0,-3.3622515940235362,-3.2779167278390435,-4.761717015324323,-4.5220738204479165,15.0,0.0,-2.8302391954826245,0.22343993648553345,1.3406396189127872,0.0,0.0,0.0,0.0,0.0909090909091322,3.72399894142451
TRXUSDT,binance,30m,,0.0013485031458900787,1,1.0,-0.6994044450151974,0.003162421993590805,0.013114496418096255,26.42539175620357,0.000674251572945049,0.23114555123244737,1.1358545763330514,3.0,3.0,-3.3263248921203497,-3.6580929455725686,-5.2341722871568805,-4.15275264063517,16.0,0.0,-3.4111896690931665,0.3707814857709606,1.9280637260091595,0.0,0.0,0.0,0.0,0.2499999999999653,4.301065234943554
TRXUSDT,binance,30m,,-0.001033335428991422,0,0.875,-0.883304001457923,-0.01838454888927443,0.3551728731486179,31.377970367257262,0.0008611128574928577,0.2934944981229917,0.9857977992806481,9.0,9.0,0.3610182795779784,-0.48927568895469303,-1.9056922196372543,0.6306476773677726,19.0,0.0,-0.6967727804540023,0.04976948431811999,0.3483863902270333,0.0,0.0,0.0,0.0,0.06896551724139054,1.2774167641656815
TRXUSDT,binance,30m,,0.0010245726555381807,1,1.0,-0.1517311602912452,-0.012536197494206284,0.1612092970848602,21.564161024137206,0.0007542734446173002,0.25769506136566456,0.7295303322629774,1.0,1.0,-1.1214652201667188,-1.5091594774891797,-2.9008535918789313,-0.4074041315387024,3.0,0.0,-1.193201227515904,0.6628895708421608,0.3977337425052523,0.0,0.0,0.0,0.0,1.0,1.0606233133474867
TRXUSDT,binance,30m,,0.00028060546259589536,1,1.0,-0.7759958174655405,-0.015492969277945643,0.2211506226943183,23.822425737371667,0.0006939453740406659,0.2380601626211547,1.0437148884722238,8.0,8.0,-2.066603178484378,-2.9847632523723364,-4.642652002974171,-1.3427061275109764,7.0,0.0,-3.0261747949586937,0.5043624658263823,1.1528284933176052,0.0,0.0,0.0,0.0,700000.0000000339,0.5764142466588026
TRXUSDT,binance,30m,,3.0471036626067427e-05,1,1.0,-0.681508082065727,-0.01870208679658606,0.2801940775988626,25.72040843229112,0.0006952896337391502,0.23950727996526014,1.3188168841005603,10.0,10.0,-3.2995640173949825,-4.49966491640683,-6.254019474404095,-2.5221820860361586,8.0,0.0,-4.746223501497042,0.1438249545908025,2.8764990918163695,0.0,0.0,0.0,0.0,0.0,2.3011992734530797
TRXUSDT,binance,30m,,-0.0026661754837254414,0,1.0,-0.7806525425974988,-0.022243488538904076,0.3346815854396936,28.632923717704067,0.0006617548372546761,0.22842762763364727,1.5557232226926934,12.0,12.0,-3.758681011423109,-5.370480002752488,-7.3469618599443205,-2.886443044350088,9.0,0.0,-5.893421219524989,0.7555668230160222,3.9289474796832984,0.0,0.0,0.0,0.0,0.2499999999999653,3.324494021270464
TRXUSDT,binance,30m,,0.0,0,1.0,-0.42517913625196635,0.023660885963946075,0.4138079231852375,19.339782005758746,0.0005754036857088606,0.19712356481975357,0.6266419319010279,1.0,1.0,-1.6613518928288729,-1.7013532954571766,-3.504807440997976,-3.4721403469634002,6.0,1.0,-1.448258594845007,0.08689551569068885,0.868955156906985,0.0,0.0,0.0,0.0,300000.00000002247,1.3903282510512145
TRXUSDT,binance,30m,,0.0011599492076627138,1,1.0,-0.3877313502104702,-0.006061148614593564,0.04135524930559986,35.03468238722152,0.0005799746038313582,0.2000602289863257,1.034220236408412,14.0,14.0,-3.2437747827035865,-4.360085627021858,-6.417786419568341,-3.5928550873034273,12.0,1.0,-4.885271380188253,0.5172640284905557,4.310533570754313,0.0,0.0,0.0,0.0,0.08333333333332177,1.5517920854715717
TRXUSDT,binance,30m,,0.0013181202967527672,1,1.0,-0.7560769076039683,-0.022388196959649338,0.3931427213240485,41.395338088117,0.0006590601483763908,0.2288403292973579,1.6861752512535657,18.0,18.0,-4.560573795102547,-6.224904284486936,-8.281006716885152,-4.0585423591477525,14.0,1.0,-7.181944387009347,0.7586560972192925,5.917517558310498,0.0,0.0,0.0,0.0,0.6000000000000444,4.248474144428072
TRXUSDT,binance,30m,,0.0014555661213982996,1,1.0,-1.4070973431328972,-0.04867501169591231,0.8010783132731446,51.51443962377672,0.0007277830606991588,0.25455860814940845,2.381862182779642,24.0,24.0,-4.878749393772562,-7.54606795710797,-9.915066394934504,-3.211364205623277,17.0,1.0,-9.38924482079699,3.57249315132761,8.427419741593352,0.0,0.0,0.0,0.0,5.000000000000555,3.4350895685842553
TRXUSDT,binance,30m,,0.0016323902218338682,1,1.0,-1.5142525743006217,-0.061024766980981436,0.8740433283908358,57.13578471345592,0.0008161951109169326,0.2859828699779021,2.6458897101618497,27.0,27.0,-3.843204387572199,-6.790198914756203,-9.191617673126691,-1.8395255553774899,19.0,1.0,-8.98477978518509,3.7981114546464014,8.270081393181744,0.0,0.0,0.0,0.0,0.8000000000000222,3.6755917303029824
TRXUSDT,binance,30m,,-0.0007999999999999674,0,1.0,-0.48141946098054367,-0.018176610233700607,0.5754037464042234,27.16892921560288,0.0007526201342505891,0.26584957055831476,2.2237400332591006,8.0,8.0,-2.280250661162606,-4.48666801544733,-8.67614222262198,-1.6053720052555447,3.0,0.0,-3.144569961609197,1.5501401219199924,3.1888596793782615,0.0,0.0,0.0,0.0,600000.0000000449,1.3286915330743
TRXUSDT,binance,30m,,2.6415736481266716e-05,1,1.0,-0.06339239268746853,-0.033957172792385325,0.7381152329616059,32.29813990123389,0.0007358426351870027,0.2596480716961901,0.9233916530205928,24.0,1.0,-0.8771156186154567,-1.7421774018113159,-3.4779919529012537,0.4953105063593108,0.0,0.0,-1.3136866776155316,0.13589862182228077,0.5775691427447687,0.0,0.0,0.0,0.0,299999.99999996694,1.3589862182229584
TRXUSDT,binance,30m,,2.004473052258371e-05,1,1.0,-0.5289956780055329,-0.042731643323321564,0.8615823291824425,40.724208256490584,0.0007995526947745733,0.2838312725504342,1.388332357776816,32.0,9.0,-1.7787399355538283,-3.155194234667531,-4.994203643757773,-0.009417030064299732,4.0,0.0,-3.3351981477824837,0.12506993054189955,2.654261859276941,0.0,0.0,0.0,0.0,599999.9999999894,0.0
TRXUSDT,binance,30m,,0.0015859633205806412,1,1.0,-0.5869170132349983,-0.04446210429387635,0.8753776163630449,42.97530885056153,0.0007929816602903248,0.2821998791068771,1.5275817030793397,34.0,11.0,-2.3251040906502443,-3.8810504558640724,-5.817352404347578,-0.45813684709178365,5.0,0.0,-4.245579482171166,0.7566379275155786,3.559000622018118,0.0,0.0,0.0,0.0,0.7500000000001388,0.882744248768245
TRXUSDT,binance,30m,,0.0014520531949065996,1,1.0,-0.6157008938204109,-0.03928281779408631,0.8579505004588235,41.52194245257781,0.0007260265974532961,0.2608791223332002,2.2274820880578723,49.0,26.0,-3.7418942061783937,-6.376936311248103,-9.166928607752983,-2.034603795191164,12.0,0.0,-8.355984047894225,2.961324016973484,4.6830240268418395,0.0,0.0,0.0,0.0,4.000000000000555,2.8924560165787585
TRXUSDT,binance,30m,,0.001785633301926437,1,1.0,-1.0495184081256022,-0.04551379248879895,0.8588291803123913,40.29385709948196,0.0008928166509632143,0.32161983103862185,2.5142712315260223,55.0,32.0,-2.5206532977759544,-5.200331002720241,-7.825512013905493,-1.0362446417078819,15.0,0.0,-7.579010381769238,0.33601523860057075,4.592208260874965,0.0,0.0,0.0,0.0,0.5,0.33601523860057075
TRXUSDT,binance,30m,,0.0020793630273565067,1,1.0,-1.2439379231125476,-0.06133245935676609,0.8897836610275831,44.734187492420936,0.0010396815136782475,0.38041767789178466,3.5662308016315114,62.0,39.0,-4.720720506440018,-7.6705780822382525,-10.362700592503964,-3.0208345931260787,19.0,0.0,-10.64428531340752,3.07786563279257,4.809165051238341,0.0,0.0,0.0,0.0,0.16666666666665125,3.07786563279257
TRXUSDT,binance,30m,,0.002022200992824963,1,1.0,-1.9296947272922915,-0.08131267176411928,0.8639512608881215,55.108685636015544,0.0010111004964124923,0.3726872452681505,4.3973204499014376,68.0,45.0,-4.473995753673065,-8.590439544506411,-12.001819839030874,-2.3296689301630753,22.0,0.0,-12.923212591655128,5.142911133413811,6.923149602672394,0.0,0.0,0.0,0.0,6.000000000000555,5.142911133413811
