datetime,open,high,low,close,volume
2026-04-08 14:35:00,0.09327,0.09353,0.09313,0.09343,5222105.0
2026-04-08 14:40:00,0.09343,0.09349,0.09322,0.09329,2571641.0
2026-04-08 14:45:00,0.09329,0.09337,0.09287,0.09319,9294626.0
2026-04-08 14:50:00,0.0932,0.0932,0.09271,0.09286,17853061.0
2026-04-08 14:55:00,0.09285,0.09293,0.09263,0.09292,6870698.0
2026-04-08 15:00:00,0.09292,0.09309,0.09284,0.09297,2299960.0
2026-04-08 15:05:00,0.09297,0.09305,0.09275,0.09275,2135596.0
2026-04-08 15:10:00,0.09275,0.09306,0.0927,0.09305,2801467.0
2026-04-08 15:15:00,0.09305,0.09325,0.09296,0.09323,2944132.0
2026-04-08 15:20:00,0.09323,0.09329,0.09315,0.09319,2552422.0
2026-04-08 15:25:00,0.0932,0.09322,0.09301,0.09308,2710373.0
2026-04-08 15:30:00,0.09308,0.09314,0.093,0.09306,1529858.0
2026-04-08 15:35:00,0.09305,0.09329,0.09305,0.09326,1721519.0
2026-04-08 15:40:00,0.09326,0.0933,0.09318,0.09329,1766806.0
2026-04-08 15:45:00,0.0933,0.09346,0.0933,0.0934,2843827.0
2026-04-08 15:50:00,0.09341,0.09348,0.09339,0.09346,2776695.0
2026-04-08 15:55:00,0.09346,0.09351,0.09341,0.09343,1185006.0
2026-04-08 16:00:00,0.09343,0.09344,0.0933,0.09336,1030503.0
2026-04-08 16:05:00,0.09337,0.09345,0.09332,0.09338,1192071.0
2026-04-08 16:10:00,0.09338,0.09342,0.09325,0.09339,1054493.0
2026-04-08 16:15:00,0.09338,0.0935,0.09329,0.09348,753182.0
2026-04-08 16:20:00,0.09347,0.0935,0.09336,0.09346,785478.0
2026-04-08 16:25:00,0.09345,0.09345,0.09331,0.09338,1295742.0
2026-04-08 16:30:00,0.09338,0.0934,0.09325,0.0934,1267704.0
2026-04-08 16:35:00,0.09341,0.09354,0.0934,0.0935,1169054.0
2026-04-08 16:40:00,0.09351,0.0936,0.0935,0.09355,941785.0
2026-04-08 16:45:00,0.09356,0.09362,0.09347,0.0936,800017.0
2026-04-08 16:50:00,0.09361,0.09362,0.09345,0.09348,2416207.0
2026-04-08 16:55:00,0.09349,0.0936,0.09349,0.09353,1212990.0
2026-04-08 17:00:00,0.09352,0.09373,0.0935,0.09361,1194683.0
2026-04-08 17:05:00,0.09362,0.09364,0.09351,0.0936,749108.0
2026-04-08 17:10:00,0.0936,0.09376,0.0936,0.09363,894773.0
2026-04-08 17:15:00,0.09363,0.09363,0.09348,0.09357,1984785.0
2026-04-08 17:20:00,0.09356,0.09358,0.0934,0.0934,1010681.0
2026-04-08 17:25:00,0.0934,0.09343,0.09328,0.0934,1870799.0
