datetime,open,high,low,close,volume
2025-09-27 00:00:00+00:00,109643.46,109743.91,109324.42,109553.77,1041.65919
2025-09-27 04:00:00+00:00,109553.77,109742.27,109332.02,109411.2,908.84116
2025-09-27 08:00:00+00:00,109411.19,109477.69,109064.4,109310.21,1356.29029
2025-09-27 12:00:00+00:00,109310.22,109477.59,109193.0,109402.24,1151.38343
2025-09-27 16:00:00+00:00,109402.25,109440.0,109243.89,109424.2,590.81859
2025-09-27 20:00:00+00:00,109424.21,109699.98,109362.72,109635.85,452.79377
2025-09-28 00:00:00+00:00,109635.85,109787.75,109325.05,109436.0,822.14827
2025-09-28 04:00:00+00:00,109436.0,109537.8,109260.0,109513.06,569.05076
2025-09-28 08:00:00+00:00,109513.06,109585.39,109250.0,109369.02,862.93461
2025-09-28 12:00:00+00:00,109369.02,110037.93,109189.99,110037.93,1349.20291
2025-09-28 16:00:00+00:00,110037.92,110393.63,110008.54,110337.6,1215.77694
2025-09-28 20:00:00+00:00,110337.61,112350.0,110294.78,112163.95,2723.21811
2025-09-29 00:00:00+00:00,112163.96,112310.0,111588.07,111857.51,2297.47362
2025-09-29 04:00:00+00:00,111857.51,111904.34,111560.65,111865.95,1831.36016
2025-09-29 08:00:00+00:00,111865.96,112421.99,111865.95,112100.0,2126.24195
2025-09-29 12:00:00+00:00,112100.0,114231.56,111901.26,113815.57,5064.79852
2025-09-29 16:00:00+00:00,113815.57,114390.93,113449.74,114265.55,2716.40525
2025-09-29 20:00:00+00:00,114265.56,114400.0,114020.0,114311.96,1504.84055
2025-09-30 00:00:00+00:00,114311.97,114792.0,114040.35,114376.39,2494.38118
2025-09-30 04:00:00+00:00,114376.39,114376.4,113585.0,113699.23,2326.82117
2025-09-30 08:00:00+00:00,113699.24,113741.37,112656.27,113055.01,2869.29172
2025-09-30 12:00:00+00:00,113055.0,113677.23,112866.11,113106.16,2840.28661
2025-09-30 16:00:00+00:00,113106.15,114563.46,112800.0,114359.99,2535.88761
2025-09-30 20:00:00+00:00,114359.99,114754.87,113765.42,114048.93,1977.48804
2025-10-01 00:00:00+00:00,114048.94,114551.76,113966.67,114176.92,2042.57116
2025-10-01 04:00:00+00:00,114176.93,114740.0,114151.0,114539.02,1996.43364
2025-10-01 08:00:00+00:00,114539.02,116795.85,114484.43,116789.58,5217.93036
2025-10-01 12:00:00+00:00,116789.57,117649.99,116363.38,117423.73,4518.346
2025-10-01 16:00:00+00:00,117423.73,118199.0,116724.56,117439.53,3814.32316
2025-10-01 20:00:00+00:00,117439.53,118649.1,117163.25,118594.99,2446.79084
2025-10-02 00:00:00+00:00,118594.99,119456.92,118368.05,118733.99,4187.34775
2025-10-02 04:00:00+00:00,118733.99,118930.29,118279.31,118489.76,1772.36438
2025-10-02 08:00:00+00:00,118489.76,118926.49,118354.61,118765.73,1460.00845
2025-10-02 12:00:00+00:00,118765.72,119910.79,118516.39,119910.78,5099.16626
2025-10-02 16:00:00+00:00,119910.78,121022.07,119359.63,120836.49,4869.11141
2025-10-02 20:00:00+00:00,120836.49,120914.0,120072.46,120529.35,2282.83678
2025-10-03 00:00:00+00:00,120529.35,120550.9,119820.0,120225.89,2268.65523
2025-10-03 04:00:00+00:00,120225.88,120324.53,119610.59,119640.21,2293.91523
2025-10-03 08:00:00+00:00,119640.22,120515.89,119248.3,120334.5,3467.40526
2025-10-03 12:00:00+00:00,120334.51,122366.0,119881.24,122258.05,4929.42106
2025-10-03 16:00:00+00:00,122258.04,123894.99,121466.25,122660.99,9447.66952
2025-10-03 20:00:00+00:00,122661.0,122734.92,121999.33,122232.0,1529.2617
2025-10-04 00:00:00+00:00,122232.21,122325.6,121684.97,122243.99,1730.5772
2025-10-04 04:00:00+00:00,122243.99,122800.0,122219.3,122324.08,1516.17531
2025-10-04 08:00:00+00:00,122324.08,122539.83,121962.81,121973.26,1268.73633
2025-10-04 12:00:00+00:00,121973.26,122509.52,121698.88,121791.31,1464.05666
2025-10-04 16:00:00+00:00,121791.31,121964.95,121510.0,121959.25,1443.23464
2025-10-04 20:00:00+00:00,121959.25,122410.0,121871.01,122391.0,785.38664
2025-10-05 00:00:00+00:00,122390.99,124362.28,122136.0,123776.22,4212.02615
2025-10-05 04:00:00+00:00,123776.23,125708.42,123734.0,124713.63,7342.549203
2025-10-05 08:00:00+00:00,124713.63,124838.37,122520.24,123464.64,4455.30964
2025-10-05 12:00:00+00:00,123464.64,123464.65,122675.0,122803.17,2233.09004
2025-10-05 16:00:00+00:00,122803.17,123464.0,122301.63,122591.79,2386.1605
2025-10-05 20:00:00+00:00,122591.8,123548.83,122473.62,123482.31,1413.96202
2025-10-06 00:00:00+00:00,123482.32,124358.46,123084.0,123839.09,3025.28443
2025-10-06 04:00:00+00:00,123839.09,124165.56,123280.49,123390.47,2210.62835
2025-10-06 08:00:00+00:00,123390.47,124531.66,123390.46,124215.0,2768.21181
2025-10-06 12:00:00+00:00,124215.0,125408.29,124178.0,125000.0,4567.6948
2025-10-06 16:00:00+00:00,125000.0,126199.63,124800.0,125410.81,4722.172353
2025-10-06 20:00:00+00:00,125410.8,125534.0,124511.15,124658.54,2200.63705
2025-10-07 00:00:00+00:00,124658.54,125082.27,124101.26,124329.74,1773.60979
2025-10-07 04:00:00+00:00,124329.74,124654.47,123567.6,123667.99,2455.2259
2025-10-07 08:00:00+00:00,123668.0,124509.6,123322.9,124453.38,2444.73415
2025-10-07 12:00:00+00:00,124453.37,125126.0,121172.89,121846.01,7360.01455
2025-10-07 16:00:00+00:00,121846.01,122084.14,120574.94,121637.17,5726.896
2025-10-07 20:00:00+00:00,121637.18,122292.62,121258.08,121332.95,1873.51346
2025-10-08 00:00:00+00:00,121332.96,122229.66,121200.0,121374.75,2406.76826
2025-10-08 04:00:00+00:00,121374.76,121910.24,121066.14,121597.06,2670.85944
2025-10-08 08:00:00+00:00,121597.05,123200.0,121524.01,122884.14,3408.74044
2025-10-08 12:00:00+00:00,122884.14,123350.0,121649.68,122189.72,3373.3683
2025-10-08 16:00:00+00:00,122189.72,124197.25,122110.08,123450.0,3795.53021
2025-10-08 20:00:00+00:00,123450.01,123737.0,122794.4,123306.0,1357.35135
2025-10-09 00:00:00+00:00,123306.01,123348.32,121475.98,122038.01,2319.17839
2025-10-09 04:00:00+00:00,122038.01,122264.0,121724.71,121906.1,1451.1479
2025-10-09 08:00:00+00:00,121906.09,122833.02,121145.49,122737.57,2689.44106
2025-10-09 12:00:00+00:00,122737.56,123762.94,120673.99,121147.14,6566.062
2025-10-09 16:00:00+00:00,121147.15,121481.9,119651.47,120951.72,6174.05969
2025-10-09 20:00:00+00:00,120951.72,121900.0,120838.0,121662.4,2359.47103
2025-10-10 00:00:00+00:00,121662.41,121874.13,120900.0,121026.01,2094.68145
2025-10-10 04:00:00+00:00,121026.0,121754.34,120855.41,120932.05,2566.54979
2025-10-10 08:00:00+00:00,120932.05,121777.07,120916.44,121554.55,1553.83694
2025-10-10 12:00:00+00:00,121554.55,122550.0,118500.0,119018.98,7767.59253
2025-10-10 16:00:00+00:00,119018.99,119456.28,115952.47,116661.5,8454.54427
2025-10-10 20:00:00+00:00,116661.5,117214.64,102000.0,112774.5,41734.73429
2025-10-11 00:00:00+00:00,112774.49,113322.39,111019.43,112300.01,11533.52669
2025-10-11 04:00:00+00:00,112300.0,112991.16,110090.29,110384.61,7142.76272
2025-10-11 08:00:00+00:00,110384.6,112359.67,110162.23,112280.0,5929.13992
2025-10-11 12:00:00+00:00,112280.01,112500.0,111793.2,111793.2,3681.24351
2025-10-11 16:00:00+00:00,111793.21,112185.53,110865.82,111178.31,3138.91159
2025-10-11 20:00:00+00:00,111178.3,111368.29,109561.59,110644.4,4022.93209
2025-10-12 00:00:00+00:00,110644.4,111368.14,109565.06,110676.0,4785.58424
2025-10-12 04:00:00+00:00,110676.0,112125.51,110617.1,111525.2,2731.29761
2025-10-12 08:00:00+00:00,111525.19,112133.33,111139.87,111848.36,2810.82095
2025-10-12 12:00:00+00:00,111848.35,113745.84,111177.75,113198.2,9020.41664
2025-10-12 16:00:00+00:00,113198.2,114700.0,113198.2,114342.28,6635.34892
2025-10-12 20:00:00+00:00,114342.28,115770.0,114217.75,114958.8,6271.83436
2025-10-13 00:00:00+00:00,114958.81,115963.81,114619.45,114821.12,4123.60858
2025-10-13 04:00:00+00:00,114821.13,115554.83,114398.24,115399.67,3437.01313
2025-10-13 08:00:00+00:00,115399.66,115438.17,113616.5,114180.0,4560.86246
2025-10-13 12:00:00+00:00,114180.0,115530.0,113800.01,114312.1,5538.12887
2025-10-13 16:00:00+00:00,114312.09,115891.3,114215.79,115792.84,3368.92301
2025-10-13 20:00:00+00:00,115792.84,115868.0,115005.44,115166.0,1528.70428
2025-10-14 00:00:00+00:00,115166.0,115409.96,113279.76,113500.0,3456.84461
2025-10-14 04:00:00+00:00,113500.0,113691.0,111355.01,111724.41,6286.29915
2025-10-14 08:00:00+00:00,111724.41,112140.0,110012.24,111313.98,5281.83478
